Data,Technology,Individual,Chr,MeanCov,RawRealigned,WhDownsample,Merged,RndDownsample,Epsilon,Alpha,SwErrRatePerc,MecScore,TimeSecs,MaxMemMB
ashk,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m15,0.05,0.001,1.56,60422,7.05,5.1796875
ashk,pacbio,child,chr1,10,raw,20,no_merged,no_downs,0.05,0.1,2.24,406077,13.22,15.03515625
sim,pacbio,child,chr1,20,raw,15,no_merged,no_downs,0.05,0.0001,0.40,339591,112.38,13.9609375
sim,pacbio,child,chr1,40,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.24,353670,257.84,26.4609375
ashk,pacbio,child,chr21,25,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.89,72630,35.56,13.84375
sim,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.42,87810,361.81,125.30078125
sim,pacbio,child,chr21,all,raw,20,no_merged,no_downs,0.05,0.0001,0.13,88376,302.89,114.65625
sim,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.05,328080,183.98,19.60546875
ashk,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,1.11,334168,63.53,8.84375
ashk,pacbio,child,chr1,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.11,517964,71.2,11.0234375
ashk,pacbio,child,chr21,20,raw,15,no_merged,no_downs,0.05,0.01,0.76,78995,3.22,4.1015625
sim,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.07,330210,4.13,3.32421875
ashk,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.55,81720,387.53,142.2421875
sim,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.34,495560,786.26,70.2421875
sim,pacbio,child,chr1,30,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.05,341670,89.24,11.62890625
sim,pacbio,child,chr1,20,realigned,15,no_merged,no_downs,0.05,0.0001,0.05,330330,128.09,14.828125
ashk,pacbio,child,chr1,50,realigned,20,no_merged,no_downs,0.05,0.1,0.24,420300,14.45,6.3671875
sim,pacbio,child,chr1,5,realigned,15,no_merged,no_downs,0.05,0.01,0.46,120060,1.64,2.23828125
ashk,pacbio,child,chr1,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.22,897601,389.57,59.2578125
sim,pacbio,child,chr1,60,raw,15,no_merged,no_downs,0.05,0.001,0.34,358511,53.65,12.6171875
sim,pacbio,child,chr1,15,realigned,20,no_merged,no_downs,0.05,0.001,0.05,349830,252.93,34.19140625
ashk,pacbio,child,chr21,60,realigned,20,no_merged,no_downs,0.05,0.01,0.56,68670,38.68,18.67578125
ashk,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.06,803859,335.40999999999997,56.2890625
sim,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.13,88100,192.51,85.41015625
sim,pacbio,child,chr21,20,realigned,20,no_merged,no_downs,0.05,0.01,0.02,83310,30.4,14.51171875
ashk,pacbio,child,chr1,50,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.60,535365,3591.93,383.5390625
sim,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.43,93540,2.81,4.2421875
sim,pacbio,child,chr21,25,raw,15,no_merged,no_downs,0.05,0.01,0.21,83705,3.54,4.375
ashk,pacbio,child,chr21,10,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.68,56940,0.74,2.34375
ashk,pacbio,child,chr1,10,raw,20,no_merged,no_downs,0.05,0.001,1.55,281892,43.33,12.31640625
sim,pacbio,child,chr1,5,realigned,15,no_merged,no_downs,0.05,0.001,0.46,120060,2.64,2.40625
ashk,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m20,0.05,0.0001,1.68,62228,48.81,35.0
sim,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.05,344430,29.5,5.90234375
sim,pacbio,child,chr21,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.17,24210,0.28,2.015625
sim,pacbio,child,chr1,15,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.05,348990,356.0,47.9296875
ashk,pacbio,child,chr1,5,realigned,15,no_merged,no_downs,0.05,0.01,0.65,105420,1.51,2.3125
ashk,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.54,78090,69.68,28.0234375
ashk,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m15,0.05,0.01,1.36,90331,5.05,4.90234375
sim,pacbio,child,chr1,5,raw,25,no_merged,no_downs,0.05,0.001,3.48,126286,2.32,3.70703125
ashk,pacbio,child,chr21,40,raw,N,no_merged,downs_s1_m15,0.05,0.001,1.06,80364,16.36,10.9140625
sim,pacbio,child,chr1,all,realigned,20,no_merged,no_downs,0.05,0.1,0.05,479970,14.7,6.94140625
ashk,pacbio,child,chr1,50,realigned,20,no_merged,no_downs,0.05,0.0001,0.25,374820,2103.7,265.625
sim,pacbio,child,chr1,5,raw,15,no_merged,no_downs,0.05,0.001,3.48,125690,2.27,2.4140625
ashk,pacbio,child,chr1,10,raw,N,no_merged,downs_s1_m20,0.05,0.0001,1.62,272845,119.32,34.23828125
sim,pacbio,child,chr21,30,realigned,15,no_merged,no_downs,0.05,0.0001,0.03,61860,25.78,12.125
ashk,pacbio,child,chr1,25,realigned,20,no_merged,no_downs,0.05,0.001,0.23,376710,625.2,65.05078125
ashk,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.31,181410,4.77,3.29296875
sim,pacbio,child,chr1,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.04,373350,106.16,13.953125
sim,pacbio,child,chr1,5,raw,20,no_merged,no_downs,0.05,0.0001,3.50,124719,3.42,6.6640625
ashk,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m20,0.05,0.001,1.57,66679,19.37,16.46484375
sim,pacbio,child,chr21,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.36,74464,8.69,5.640625
ashk,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.78,98463,552.23,180.16015625
sim,pacbio,child,chr21,all,realigned,20,no_merged,no_downs,0.05,0.01,0.02,83370,30.62,15.5859375
ashk,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.74,512246,1124.76,99.44140625
sim,pacbio,child,chr1,15,realigned,20,no_merged,no_downs,0.05,0.01,0.05,354270,62.36,11.08984375
sim,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.01,95250,5.74,6.01953125
sim,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.78,107275,2.45,4.625
sim,pacbio,child,chr21,20,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.02,63720,42.27,16.4765625
sim,pacbio,child,chr21,10,realigned,15,no_merged,no_downs,0.05,0.1,0.05,68700,0.84,2.296875
sim,pacbio,child,chr21,30,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.02,79200,2.58,7.56640625
sim,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.17,29190,0.53,2.20703125
sim,pacbio,child,chr1,60,realigned,15,no_merged,no_downs,0.05,0.0001,0.21,356850,147.85,26.52734375
ashk,pacbio,child,chr21,50,raw,15,no_merged,no_downs,0.05,0.1,0.77,84796,1.84,3.11328125
ashk,pacbio,child,chr21,50,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.93,74653,41.84,15.06640625
ashk,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.57,64560,8.15,5.70703125
sim,pacbio,child,chr21,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.01,54990,23.1,10.890625
ashk,pacbio,child,chr1,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.25,253200,187.1,31.609375
sim,pacbio,child,chr21,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.01,55620,3.31,3.57421875
sim,pacbio,child,chr21,5,raw,25,no_merged,no_downs,0.05,0.001,2.00,32285,0.9,2.71875
sim,pacbio,child,chr1,all,realigned,15,no_merged,no_downs,0.05,0.01,0.04,341220,19.09,4.69140625
ashk,pacbio,child,chr1,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.92,432752,134.03,16.13671875
sim,pacbio,child,chr21,5,raw,N,no_merged,downs_s1_m15,0.05,0.01,2.37,38627,0.45,2.19921875
sim,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.01,82530,631.3,193.5546875
ashk,pacbio,child,chr21,50,raw,20,no_merged,no_downs,0.05,0.01,0.67,94499,35.88,17.19921875
ashk,pacbio,child,chr1,15,raw,15,no_merged,no_downs,0.05,0.001,0.89,344129,38.71,7.44140625
ashk,pacbio,child,chr21,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,2.62,85655,1.24,3.3515625
sim,pacbio,child,chr21,40,raw,20,no_merged,no_downs,0.05,0.001,0.45,86399,134.85,72.05078125
sim,pacbio,child,chr1,10,realigned,15,no_merged,no_downs,0.05,0.1,0.14,288390,2.88,2.4921875
sim,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.22,332610,154.16,13.18359375
sim,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.16,97157,71.76,36.94921875
ashk,pacbio,child,chr1,25,realigned,20,no_merged,no_downs,0.05,0.01,0.23,382320,151.65,19.62109375
ashk,pacbio,child,chr21,10,realigned,15,no_merged,no_downs,0.05,0.001,0.67,43530,5.74,5.1796875
sim,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.02,67140,19.78,10.66015625
sim,pacbio,child,chr1,5,raw,25,no_merged,no_downs,0.05,0.1,4.66,190853,1.83,6.05859375
sim,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.88,101492,3.23,3.87109375
sim,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.02,66030,212.89,78.421875
ashk,pacbio,child,chr21,all,raw,N,no_merged,downs_s1_m15,0.05,0.1,1.26,110511,5.57,6.8671875
ashk,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.55,76530,43.79,16.25390625
sim,pacbio,child,chr21,20,realigned,20,no_merged,no_downs,0.05,0.1,0.02,95970,3.07,5.26953125
ashk,pacbio,child,chr21,30,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.92,107988,303.29,109.31640625
ashk,pacbio,child,chr21,50,realigned,20,no_merged,no_downs,0.05,0.1,0.55,76650,2.9,4.06640625
sim,pacbio,child,chr1,5,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.71,152700,1.19,2.2265625
sim,pacbio,child,chr21,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.56,102678,347.71,108.12109375
ashk,pacbio,child,chr21,25,realigned,20,no_merged,no_downs,0.05,0.0001,0.54,72630,353.88,122.65625
sim,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.04,71280,1.5,2.6328125
ashk,pacbio,child,chr1,15,realigned,15,no_merged,no_downs,0.05,0.1,0.26,302160,4.59,2.85546875
sim,pacbio,child,chr1,60,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.46,501705,3114.2,261.44921875
ashk,pacbio,child,chr21,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.59,65790,15.37,8.7421875
sim,pacbio,child,chr21,50,raw,20,no_merged,no_downs,0.05,0.001,0.44,86954,134.66,72.8515625
ashk,pacbio,child,chr21,40,raw,20,no_merged,no_downs,0.05,0.1,0.67,119044,23.6,24.84765625
sim,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.05,412950,841.43,86.4375
ashk,pacbio,child,chr1,25,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.24,314940,98.09,10.8828125
ashk,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.95,432351,22.27,6.390625
ashk,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m20,0.05,0.0001,0.57,84450,1198.79,598.08984375
sim,pacbio,child,chr21,50,realigned,20,no_merged,no_downs,0.05,0.1,0.42,115170,3.31,6.69921875
sim,pacbio,child,chr1,20,realigned,15,no_merged,no_downs,0.05,0.1,0.06,372600,5.12,3.00390625
ashk,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.97,102517,26.08,18.23046875
ashk,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.41,99448,12.61,6.58203125
ashk,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.71,23190,1.06,2.69921875
ashk,pacbio,child,chr21,all,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.59,67590,4.98,4.421875
ashk,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.79,372317,168.81,16.859375
sim,pacbio,child,chr1,40,raw,20,no_merged,no_downs,0.05,0.0001,0.34,465293,1873.64,250.3828125
ashk,pacbio,child,chr1,30,realigned,20,no_merged,no_downs,0.05,0.01,0.24,386520,166.76,21.21484375
ashk,pacbio,child,chr1,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.25,316740,663.04,106.4765625
sim,pacbio,child,chr21,5,raw,15,no_merged,no_downs,0.05,0.01,2.37,38620,0.49,2.19921875
ashk,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m15,0.05,0.01,1.00,80424,3.94,4.15234375
sim,pacbio,child,chr21,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.79,77997,25.94,12.15625
sim,pacbio,child,chr21,60,realigned,20,no_merged,no_downs,0.05,0.1,0.42,115170,3.3,6.69921875
ashk,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.90,31260,0.21,1.98828125
ashk,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.40,183437,96.41,53.61328125
ashk,pacbio,child,chr1,30,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.75,714093,293.19,56.13671875
ashk,pacbio,child,chr21,10,realigned,25,no_merged,no_downs,0.05,0.1,0.68,58290,1.24,2.80859375
sim,pacbio,child,chr1,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.24,343260,69.74,7.78515625
sim,pacbio,child,chr21,20,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.02,65370,77.83,33.66796875
sim,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m15,0.05,0.1,0.90,88908,1.84,3.8203125
ashk,pacbio,child,chr21,30,raw,20,no_merged,no_downs,0.05,0.001,0.64,90184,121.79,56.25390625
sim,pacbio,child,chr1,10,raw,20,no_merged,no_downs,0.05,0.1,1.73,398596,8.76,6.85546875
ashk,pacbio,child,chr21,60,raw,20,no_merged,no_downs,0.05,0.1,0.66,123966,29.05,32.41015625
sim,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,0.50,687220,112.22,29.48828125
sim,pacbio,child,chr1,10,realigned,15,no_merged,no_downs,0.05,0.001,0.09,234870,21.64,4.64453125
sim,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.05,341670,89.02,11.62890625
sim,pacbio,child,chr21,20,raw,20,no_merged,no_downs,0.05,0.001,0.14,92099,114.87,49.53125
sim,pacbio,child,chr21,40,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.43,68850,7.06,4.9765625
ashk,pacbio,child,chr1,50,realigned,15,no_merged,no_downs,0.05,0.01,0.25,281010,20.25,6.8515625
sim,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.23,360450,112.45,18.48828125
ashk,pacbio,child,chr21,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,4.33,31748,0.27,2.046875
ashk,pacbio,child,chr21,5,raw,15,no_merged,no_downs,0.05,0.1,4.86,46686,0.33,2.0703125
sim,pacbio,child,chr21,50,raw,20,no_merged,no_downs,0.05,0.01,0.44,102470,38.92,37.00390625
sim,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.60,139991,60.96,81.140625
ashk,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.26,340980,312.14,26.390625
ashk,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.24,342930,177.81,15.18359375
ashk,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.24,451530,2162.02,196.88671875
sim,pacbio,child,chr21,5,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.13,28950,0.93,2.71875
ashk,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m15,0.05,0.1,5.71,192960,1.71,2.3515625
ashk,pacbio,child,chr1,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,2.64,385908,4.0,3.48828125
sim,pacbio,child,chr1,all,raw,15,no_merged,no_downs,0.05,0.001,0.32,357794,48.54,7.96875
ashk,pacbio,child,chr1,60,raw,20,no_merged,no_downs,0.05,0.001,0.41,457693,691.69,110.77734375
sim,pacbio,child,chr21,20,raw,25,no_merged,no_downs,0.05,0.1,0.24,157019,474.31,508.4765625
sim,pacbio,child,chr21,40,raw,20,no_merged,no_downs,0.05,0.1,0.53,128823,23.59,26.9921875
sim,pacbio,child,chr1,25,raw,20,no_merged,no_downs,0.05,0.0001,0.27,458821,1538.55,144.4375
sim,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.00,56130,9.18,6.51171875
sim,pacbio,child,chr21,40,raw,15,no_merged,no_downs,0.05,0.001,0.50,64524,10.37,8.25
ashk,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,0.58,80700,552.4,114.0
ashk,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.61,64320,4.72,3.59765625
sim,pacbio,child,chr1,25,raw,N,no_merged,downs_s1_m20,0.05,0.001,0.34,495560,787.6,70.43359375
sim,pacbio,child,chr21,25,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.01,54990,22.9,10.734375
ashk,pacbio,child,chr1,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.01,0.24,345600,24.15,4.8203125
ashk,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,0.56,52200,30.19,25.05859375
sim,pacbio,child,chr1,50,raw,15,no_merged,no_downs,0.05,0.0001,0.34,340983,133.8,24.12890625
sim,pacbio,child,chr1,all,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.04,444930,290.46,34.8515625
ashk,pacbio,child,chr1,30,raw,20,no_merged,no_downs,0.05,0.01,0.51,537580,176.63,37.40234375
ashk,pacbio,child,chr21,50,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.57,84690,450.56,475.546875
ashk,pacbio,child,chr21,all,realigned,15,no_merged,no_downs,0.05,0.001,0.56,49650,11.43,7.67578125
sim,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m15,0.05,0.01,0.05,333060,26.18,5.82421875
ashk,pacbio,child,chr1,25,realigned,15,no_merged,no_downs,0.05,0.1,0.23,312690,5.56,3.1015625
ashk,pacbio,child,chr1,60,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.26,371160,211.15,19.6796875
ashk,pacbio,child,chr1,15,raw,15,no_merged,no_downs,0.05,0.1,1.26,469102,9.1,3.69921875
ashk,pacbio,child,chr21,40,raw,N,no_merged,downs_s1_m15,0.05,0.1,1.20,106710,4.41,4.15625
ashk,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.31,178410,18.34,4.734375
sim,pacbio,child,chr21,all,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.78,107275,2.44,4.62890625
ashk,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.001,1.05,380060,90.22,18.77734375
ashk,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m15,0.05,0.001,1.01,69632,10.79,7.2890625
ashk,pacbio,child,chr21,60,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.94,77878,43.06,15.8203125
ashk,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.98,410863,118.69,12.015625
ashk,pacbio,child,chr21,20,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,1.19,81603,8.84,5.92578125
sim,pacbio,child,chr1,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.0001,0.62,415762,141.35,13.37890625
ashk,pacbio,child,chr21,30,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.75,117847,67.16,40.75390625
sim,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m15,0.05,0.01,0.64,412703,20.7,4.7578125
sim,pacbio,child,chr21,40,realigned,15,no_merged,no_downs,0.05,0.001,0.42,68190,12.35,9.00390625
sim,pacbio,child,chr21,50,realigned,15,no_merged,no_downs,0.05,0.0001,0.42,67650,29.57,16.3046875
ashk,pacbio,child,chr1,20,realigned,N,no_merged,downs_s1_m15,0.05,0.1,0.27,342900,7.67,4.5546875
sim,pacbio,child,chr21,15,raw,20,no_merged,no_downs,0.05,0.001,0.16,91292,84.47,36.01171875
ashk,pacbio,child,chr21,all,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.56,86280,451.58,146.19140625
ashk,pacbio,child,chr1,5,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.0001,4.47,117485,2.57,2.36328125
ashk,pacbio,child,chr21,50,realigned,15,no_merged,no_downs,0.05,0.0001,0.56,50370,29.22,13.84375
ashk,pacbio,child,chr21,15,realigned,15,no_merged,no_downs,0.05,0.001,0.53,50400,10.05,7.1796875
sim,pacbio,child,chr1,5,raw,N,no_merged,downs_s1_m20,0.05,0.0001,3.50,124719,3.69,6.5859375
ashk,pacbio,child,chr21,10,realigned,20,no_merged,no_downs,0.05,0.0001,0.67,46020,43.45,29.2890625
sim,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m20,0.05,0.1,0.23,531000,29.45,8.19921875
ashk,pacbio,child,chr21,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.61,63780,14.68,5.9453125
ashk,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.53,52410,8.03,7.46875
ashk,pacbio,child,chr1,50,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.26,404010,6.69,3.9140625
sim,pacbio,child,chr21,40,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.42,71250,1.04,2.50390625
ashk,pacbio,child,chr1,10,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.1,0.36,224370,1.69,2.44140625
sim,pacbio,child,chr1,10,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.28,285637,5.49,5.3359375
ashk,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.82,137189,51.44,40.921875
sim,pacbio,child,chr21,30,realigned,N,no_merged,downs_s1_m15,0.05,0.0001,0.02,62670,41.99,17.22265625
sim,pacbio,child,chr21,25,realigned,15,no_merged,no_downs,0.05,0.001,0.03,61920,11.22,7.07421875
sim,pacbio,child,chr1,60,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.60,666526,216.63,50.91015625
ashk,pacbio,child,chr21,15,realigned,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.57,48090,7.53,5.92578125
ashk,pacbio,child,chr21,50,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.12,148036,65.05,66.1796875
sim,pacbio,child,chr21,25,realigned,N,no_merged,downs_s1_m15,0.05,0.001,0.05,62850,17.91,9.45703125
ashk,pacbio,child,chr21,20,realigned,20,no_merged,no_downs,0.05,0.01,0.53,71460,28.69,16.15625
sim,pacbio,child,chr21,20,raw,N,no_merged,downs_s1_m20,0.05,0.01,0.21,112712,45.31,23.30859375
sim,pacbio,child,chr21,60,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.42,89310,91.53,36.2734375
ashk,pacbio,child,chr21,40,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.49,179986,75.11,45.96875
ashk,pacbio,child,chr1,all,raw,N,no_merged,downs_s1_m20,0.05,0.1,0.70,758147,416.32,73.7890625
ashk,pacbio,child,chr21,60,realigned,N,no_merged,downs_s1_m20,0.05,0.001,0.56,86280,451.26,146.2265625
sim,pacbio,child,chr21,15,raw,N,no_merged,downs_s1_m15,0.05,0.0001,0.21,66358,26.88,10.86328125
ashk,pacbio,child,chr21,20,raw,20,no_merged,no_downs,0.05,0.1,0.71,129698,26.83,24.4140625
ashk,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,1.18,439276,32.66,18.69921875
sim,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.47,379702,725.3,76.66015625
sim,pacbio,child,chr1,15,raw,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.1,1.06,512378,23.58,14.17578125
ashk,pacbio,child,chr1,15,raw,15,no_merged,no_downs,0.05,0.0001,0.95,327020,87.18,12.66796875
ashk,pacbio,child,chr1,5,realigned,N,merged_e15_m25_t6_n3,downs_s1_m20,0.05,0.01,0.67,93540,1.66,2.28125
ashk,pacbio,child,chr1,15,raw,N,no_merged,downs_s1_m20,0.05,0.01,1.02,474542,100.49000000000001,76.7734375
sim,pacbio,child,chr1,40,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.44,495589,2906.98,306.53515625
sim,pacbio,child,chr1,50,realigned,N,no_merged,downs_s1_m20,0.05,0.01,0.23,486840,459.38,59.74609375
ashk,pacbio,child,chr1,25,raw,N,merged_e15_m25_t6_n3,downs_s1_m15,0.05,0.001,0.96,433295,50.23,7.0
sim,pacbio,child,chr1,20,raw,N,no_merged,downs_s1_m20,0.05,0.0001,0.36,444929,1588.53,119.71875
ashk,pacbio,child,chr21,10,raw,N,no_merged,downs_s1_m20,0.05,0.1,2.31,94361,6.99,12.5234375
