                                                                         #dataset/params     mec  hapchat
                           ashk.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m20.05_001  418980   420210
                            ashk.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m20.05_01  418980   424440
                             ashk.pacbio.child.chr1.cov30.realigned.hN.downs_s1_m20.05_1  419040   457860
    ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  318000   318000
     ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  318000   318030
      ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  318000   318630
       ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  318000   325200
        ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  318720   362700
    ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  386850   386850
     ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  386850   386970
      ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  386850   388650
       ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  387000   397830
        ashk.pacbio.child.chr1.cov30.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  387210   437700
                                           ashk.pacbio.child.chr1.cov40.raw.h15.05_00001  316928   317951
                                            ashk.pacbio.child.chr1.cov40.raw.h15.05_0001  317591   324031
                                             ashk.pacbio.child.chr1.cov40.raw.h15.05_001  317981   340568
                                              ashk.pacbio.child.chr1.cov40.raw.h15.05_01  318328   382996
                                               ashk.pacbio.child.chr1.cov40.raw.h15.05_1  318493   455044
                                           ashk.pacbio.child.chr1.cov40.raw.h20.05_00001  433338   438041
                                            ashk.pacbio.child.chr1.cov40.raw.h20.05_0001  434312   446698
                                             ashk.pacbio.child.chr1.cov40.raw.h20.05_001  433680   465068
                                              ashk.pacbio.child.chr1.cov40.raw.h20.05_01  434419   514676
                                               ashk.pacbio.child.chr1.cov40.raw.h20.05_1  434734   653159
                               ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_00001  384470   385189
                                ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_0001  384637   389743
                                 ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_001  385438   408977
                                  ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_01  387439   460263
                                   ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m15.05_1  390267   533642
                               ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_00001  511957   517465
                                ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_0001  512025   525695
                                 ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_001  512771   549234
                                  ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_01  514340   609638
                                   ashk.pacbio.child.chr1.cov40.raw.hN.downs_s1_m20.05_1  515233   738788
          ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  450757   451803
           ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  451264   456210
            ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  452520   480519
             ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  463370   564013
              ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  480733   670155
          ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  582030   587043
           ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  583072   598792
            ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  586689   638713
             ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  591444   729064
              ashk.pacbio.child.chr1.cov40.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  600072   862329
                                     ashk.pacbio.child.chr1.cov40.realigned.h15.05_00001  280260   280260
                                      ashk.pacbio.child.chr1.cov40.realigned.h15.05_0001  280260   280410
                                       ashk.pacbio.child.chr1.cov40.realigned.h15.05_001  280260   280800
                                        ashk.pacbio.child.chr1.cov40.realigned.h15.05_01  280260   284760
                                         ashk.pacbio.child.chr1.cov40.realigned.h15.05_1  280410   312510
                                     ashk.pacbio.child.chr1.cov40.realigned.h20.05_00001  376800   376800
                                      ashk.pacbio.child.chr1.cov40.realigned.h20.05_0001  376800   377040
                                       ashk.pacbio.child.chr1.cov40.realigned.h20.05_001  376800   378090
                                        ashk.pacbio.child.chr1.cov40.realigned.h20.05_01  376800   384600
                                         ashk.pacbio.child.chr1.cov40.realigned.h20.05_1  376890   419940
                         ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m15.05_00001  333870   333870
                          ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m15.05_0001  333870   334020
                           ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m15.05_001  333990   334710
                            ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m15.05_01  333990   338220
                             ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m15.05_1  334260   366990
                         ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m20.05_00001  438000   438000
                          ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m20.05_0001  438000   438240
                           ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m20.05_001  438000   439500
                            ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m20.05_01  438000   444390
                             ashk.pacbio.child.chr1.cov40.realigned.hN.downs_s1_m20.05_1  438000   469770
    ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  342780   342810
     ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  342780   342930
      ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  342900   343290
       ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  342840   345600
        ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  343470   404940
    ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  429930   429930
     ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  429930   429990
      ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  429930   430410
       ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  429930   433200
        ashk.pacbio.child.chr1.cov40.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  429930   477450
                                           ashk.pacbio.child.chr1.cov50.raw.h15.05_00001  313615   314517
                                            ashk.pacbio.child.chr1.cov50.raw.h15.05_0001  313743   319881
                                             ashk.pacbio.child.chr1.cov50.raw.h15.05_001  314349   338651
                                              ashk.pacbio.child.chr1.cov50.raw.h15.05_01  314613   386619
                                               ashk.pacbio.child.chr1.cov50.raw.h15.05_1  315513   451059
                                           ashk.pacbio.child.chr1.cov50.raw.h20.05_00001  428767   433679
                                            ashk.pacbio.child.chr1.cov50.raw.h20.05_0001  428782   441985
                                             ashk.pacbio.child.chr1.cov50.raw.h20.05_001  429906   462800
                                              ashk.pacbio.child.chr1.cov50.raw.h20.05_01  430293   515147
                                               ashk.pacbio.child.chr1.cov50.raw.h20.05_1  431090   645218
                               ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m15.05_00001  392909   393586
                                ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m15.05_0001  393158   398217
                                 ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m15.05_001  393794   419079
                                  ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m15.05_01  398014   476461
                                   ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m15.05_1  398830   543662
                               ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m20.05_00001  522379   526736
                                ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m20.05_0001  522610   535365
                                 ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m20.05_001  522927   562326
                                  ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m20.05_01  525041   622724
                                   ashk.pacbio.child.chr1.cov50.raw.hN.downs_s1_m20.05_1  526631   742703
          ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  469015   470233
           ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  469496   476085
            ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  472370   505183
             ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  488672   594681
              ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  496109   687471
          ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  614328   619884
           ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  614781   632469
            ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  618074   673486
             ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  629937   781957
              ashk.pacbio.child.chr1.cov50.raw.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  633823   897601
                                     ashk.pacbio.child.chr1.cov50.realigned.h15.05_00001  278100   278100
                                      ashk.pacbio.child.chr1.cov50.realigned.h15.05_0001  278100   278100
                                       ashk.pacbio.child.chr1.cov50.realigned.h15.05_001  278100   278430
                                        ashk.pacbio.child.chr1.cov50.realigned.h15.05_01  278100   281010
                                         ashk.pacbio.child.chr1.cov50.realigned.h15.05_1  278160   309330
                                     ashk.pacbio.child.chr1.cov50.realigned.h20.05_00001  374820   374820
                                      ashk.pacbio.child.chr1.cov50.realigned.h20.05_0001  374820   374820
                                       ashk.pacbio.child.chr1.cov50.realigned.h20.05_001  374820   375480
                                        ashk.pacbio.child.chr1.cov50.realigned.h20.05_01  374820   378990
                                         ashk.pacbio.child.chr1.cov50.realigned.h20.05_1  374820   420300
                         ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m15.05_00001  340830   340830
                          ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m15.05_0001  340830   340980
                           ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m15.05_001  340830   341250
                            ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m15.05_01  340830   344580
                             ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m15.05_1  340890   374340
                         ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m20.05_00001  450630   450630
                          ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m20.05_0001  450630   450750
                           ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m20.05_001  450660   451530
                            ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m20.05_01  450630   458130
                             ashk.pacbio.child.chr1.cov50.realigned.hN.downs_s1_m20.05_1  450660   498480
    ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_00001  357090   357090
     ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_0001  357090   357120
      ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_001  357420   358110
       ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_01  357750   368340
        ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m15.05_1  358140   404010
    ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_00001  456030   456060
     ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_0001  456240   456630
      ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_001  456240   457980
       ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_01  456030   468600
        ashk.pacbio.child.chr1.cov50.realigned.hN.merged_e15_m25_t6_n3.downs_s1_m20.05_1  456270   506430
                                            ashk.pacbio.child.chr1.cov5.raw.h15.05_00001  123320   123320
                                             ashk.pacbio.child.chr1.cov5.raw.h15.05_0001  123345   123378
                                              ashk.pacbio.child.chr1.cov5.raw.h15.05_001  123481   124359
                                               ashk.pacbio.child.chr1.cov5.raw.h15.05_01  127254   138678
                                                ashk.pacbio.child.chr1.cov5.raw.h15.05_1  141009   192496
